scalar	theta	mle
0.381	0.0076	-34849.5
0.381	0.0077	-34977.4
0.381	0.0078	-35107.5
0.381	0.0079	-35239.9
0.381	0.008	-35374.4
0.381	0.0081	-35511
0.381	0.0082	-35649.5
0.381	0.0083	-35789.8
0.381	0.0084	-35932
0.381	0.0085	-36075.8
0.381	0.0086	-36221.3
0.381	0.0087	-36368.4
0.381	0.0088	-36516.9
0.381	0.0089	-36666.9
0.381	0.009	-36818.3
0.381	0.0091	-36971
0.381	0.0092	-37125
0.381	0.0093	-37280.1
0.381	0.0094	-37436.5
0.381	0.0095	-37593.9
0.381	0.0096	-37752.4
0.381	0.0097	-37911.9
0.381	0.0098	-38072.4
0.381	0.0099	-38233.9
0.391	0.001	-56504.4
0.391	0.0011	-53993.5
0.391	0.0012	-51799
0.391	0.0013	-49866.4
0.391	0.0014	-48153.7
0.391	0.0015	-46627.8
0.391	0.0016	-45262.3
0.391	0.0017	-44035.6
0.391	0.0018	-42930
0.391	0.0019	-41930.9
0.391	0.002	-41026
0.391	0.0021	-40204.8
0.391	0.0022	-39458.4
0.391	0.0023	-38779.2
0.391	0.0024	-38160.5
0.391	0.0025	-37596.6
0.391	0.0026	-37082.4
0.391	0.0027	-36613.6
0.391	0.0028	-36186.1
0.391	0.0029	-35796.6
0.391	0.003	-35442
0.391	0.0031	-35119.4
0.391	0.0032	-34826.4
0.391	0.0033	-34560.8
0.391	0.0034	-34320.5
0.391	0.0035	-34103.8
0.391	0.0036	-33908.9
0.391	0.0037	-33734.5
0.391	0.0038	-33579.1
0.391	0.0039	-33441.4
0.391	0.004	-33320.3
0.391	0.0041	-33214.8
0.391	0.0042	-33123.9
0.391	0.0043	-33046.7
0.391	0.0044	-32982.3
0.391	0.0045	-32930.1
0.391	0.0046	-32889.3
0.391	0.0047	-32859.2
0.391	0.0048	-32839.3
0.391	0.0049	-32829
0.391	0.005	-32827.7
0.391	0.0051	-32835
0.391	0.0052	-32850.4
0.391	0.0053	-32873.5
0.391	0.0054	-32903.9
0.391	0.0055	-32941.1
0.391	0.0056	-32985
0.391	0.0057	-33035
0.391	0.0058	-33091
0.391	0.0059	-33152.6
0.391	0.006	-33219.6
0.391	0.0061	-33291.7
0.391	0.0062	-33368.6
0.391	0.0063	-33450.1
0.391	0.0064	-33536
0.391	0.0065	-33626.2
0.391	0.0066	-33720.3
0.391	0.0067	-33818.2
0.391	0.0068	-33919.8
0.391	0.0069	-34024.9
0.391	0.007	-34133.3
0.391	0.0071	-34244.9
0.391	0.0072	-34359.5
0.391	0.0073	-34477
0.391	0.0074	-34597.3
0.391	0.0075	-34720.2
0.391	0.0076	-34845.7
0.391	0.0077	-34973.6
0.391	0.0078	-35103.8
0.391	0.0079	-35236.2
0.391	0.008	-35370.8
0.391	0.0081	-35507.4
0.391	0.0082	-35645.9
0.391	0.0083	-35786.3
0.391	0.0084	-35928.5
0.391	0.0085	-36072.4
0.391	0.0086	-36218
0.391	0.0087	-36365.1
0.391	0.0088	-36513.7
0.391	0.0089	-36663.8
0.391	0.009	-36815.2
0.391	0.0091	-36967.9
0.391	0.0092	-37121.9
0.391	0.0093	-37277.2
0.391	0.0094	-37433.5
0.391	0.0095	-37591
0.391	0.0096	-37749.6
0.391	0.0097	-37909.1
0.391	0.0098	-38069.7
0.391	0.0099	-38231.2
0.401	0.001	-56495.3
0.401	0.0011	-53984.5
0.401	0.0012	-51790.2
0.401	0.0013	-49857.7
0.401	0.0014	-48145.2
0.401	0.0015	-46619.4
0.401	0.0016	-45254
0.401	0.0017	-44027.4
0.401	0.0018	-42921.9
0.401	0.0019	-41923
0.401	0.002	-41018.2
0.401	0.0021	-40197.1
0.401	0.0022	-39450.8
0.401	0.0023	-38771.6
0.401	0.0024	-38153.1
0.401	0.0025	-37589.3
0.401	0.0026	-37075.2
0.401	0.0027	-36606.5
0.401	0.0028	-36179.1
0.401	0.0029	-35789.7
0.401	0.003	-35435.1
0.401	0.0031	-35112.6
0.401	0.0032	-34819.7
0.401	0.0033	-34554.2
0.401	0.0034	-34314
0.401	0.0035	-34097.4
0.401	0.0036	-33902.6
0.401	0.0037	-33728.3
0.401	0.0038	-33572.9
0.401	0.0039	-33435.3
0.401	0.004	-33314.3
0.401	0.0041	-33208.9
0.401	0.0042	-33118.1
0.401	0.0043	-33040.9
0.401	0.0044	-32976.7
0.401	0.0045	-32924.5
0.401	0.0046	-32883.8
0.401	0.0047	-32853.8
0.401	0.0048	-32833.9
0.401	0.0049	-32823.7
0.401	0.005	-32822.5
0.401	0.0051	-32829.8
0.401	0.0052	-32845.3
0.401	0.0053	-32868.5
0.401	0.0054	-32898.9
0.401	0.0055	-32936.2
0.401	0.0056	-32980.1
0.401	0.0057	-33030.3
0.401	0.0058	-33086.3
0.401	0.0059	-33148
0.401	0.006	-33215
0.401	0.0061	-33287.1
0.401	0.0062	-33364.1
0.401	0.0063	-33445.7
0.401	0.0064	-33531.7
0.401	0.0065	-33621.9
0.401	0.0066	-33716.1
0.401	0.0067	-33814.1
0.401	0.0068	-33915.7
0.401	0.0069	-34020.9
0.401	0.007	-34129.3
0.401	0.0071	-34241
0.401	0.0072	-34355.6
0.401	0.0073	-34473.2
0.401	0.0074	-34593.5
0.401	0.0075	-34716.5
0.401	0.0076	-34842
0.401	0.0077	-34970
0.401	0.0078	-35100.2
0.401	0.0079	-35232.7
0.401	0.008	-35367.4
0.401	0.0081	-35504
0.401	0.0082	-35642.6
0.401	0.0083	-35783.1
0.401	0.0084	-35925.3
0.401	0.0085	-36069.3
0.401	0.0086	-36214.8
0.401	0.0087	-36362
0.401	0.0088	-36510.7
0.401	0.0089	-36660.8
0.401	0.009	-36812.2
0.401	0.0091	-36965
0.401	0.0092	-37119.1
0.401	0.0093	-37274.4
0.401	0.0094	-37430.8
0.401	0.0095	-37588.3
0.401	0.0096	-37746.9
0.401	0.0097	-37906.5
0.401	0.0098	-38067.1
0.401	0.0099	-38228.6
0.411	0.001	-56486.5
0.411	0.0011	-53975.9
0.411	0.0012	-51781.6
0.411	0.0013	-49849.3
0.411	0.0014	-48136.9
0.411	0.0015	-46611.2
0.411	0.0016	-45245.9
0.411	0.0017	-44019.4
0.411	0.0018	-42914.1
0.411	0.0019	-41915.3
0.411	0.002	-41010.5
0.411	0.0021	-40189.6
0.411	0.0022	-39443.4
0.411	0.0023	-38764.4
0.411	0.0024	-38145.9
0.411	0.0025	-37582.2
0.411	0.0026	-37068.2
0.411	0.0027	-36599.6
0.411	0.0028	-36172.3
0.411	0.0029	-35783
0.411	0.003	-35428.5
0.411	0.0031	-35106.1
0.411	0.0032	-34813.3
0.411	0.0033	-34547.8
0.411	0.0034	-34307.8
0.411	0.0035	-34091.2
0.411	0.0036	-33896.5
0.411	0.0037	-33722.3
0.411	0.0038	-33567
0.411	0.0039	-33429.5
0.411	0.004	-33308.6
0.411	0.0041	-33203.2
0.411	0.0042	-33112.5
0.411	0.0043	-33035.4
0.411	0.0044	-32971.2
0.411	0.0045	-32919.1
0.411	0.0046	-32878.4
0.411	0.0047	-32848.5
0.411	0.0048	-32828.8
0.411	0.0049	-32818.6
0.411	0.005	-32817.4
0.411	0.0051	-32824.9
0.411	0.0052	-32840.4
0.411	0.0053	-32863.6
0.411	0.0054	-32894.1
0.411	0.0055	-32931.6
0.411	0.0056	-32975.5
0.411	0.0057	-33025.7
0.411	0.0058	-33081.8
0.411	0.0059	-33143.6
0.411	0.006	-33210.7
0.411	0.0061	-33282.8
0.411	0.0062	-33359.9
0.411	0.0063	-33441.5
0.411	0.0064	-33527.6
0.411	0.0065	-33617.8
0.411	0.0066	-33712.1
0.411	0.0067	-33810.1
0.411	0.0068	-33911.8
0.411	0.0069	-34017
0.411	0.007	-34125.5
0.411	0.0071	-34237.2
0.411	0.0072	-34352
0.411	0.0073	-34469.6
0.411	0.0074	-34590
0.411	0.0075	-34713
0.411	0.0076	-34838.6
0.411	0.0077	-34966.6
0.411	0.0078	-35096.9
0.411	0.0079	-35229.4
0.411	0.008	-35364.1
0.411	0.0081	-35500.8
0.411	0.0082	-35639.4
0.411	0.0083	-35780
0.411	0.0084	-35922.2
0.411	0.0085	-36066.3
0.411	0.0086	-36211.9
0.411	0.0087	-36359.1
0.411	0.0088	-36507.8
0.411	0.0089	-36658
0.411	0.009	-36809.5
0.411	0.0091	-36962.3
0.411	0.0092	-37116.4
0.411	0.0093	-37271.7
0.411	0.0094	-37428.2
0.411	0.0095	-37585.8
0.411	0.0096	-37744.4
0.411	0.0097	-37904.1
0.411	0.0098	-38064.7
0.411	0.0099	-38226.3
0.421	0.001	-56477.9
0.421	0.0011	-53967.4
0.421	0.0012	-51773.3
0.421	0.0013	-49841.1
0.421	0.0014	-48128.8
0.421	0.0015	-46603.3
0.421	0.0016	-45238.1
0.421	0.0017	-44011.7
0.421	0.0018	-42906.5
0.421	0.0019	-41907.8
0.421	0.002	-41003.2
0.421	0.0021	-40182.3
0.421	0.0022	-39436.2
0.421	0.0023	-38757.3
0.421	0.0024	-38138.9
0.421	0.0025	-37575.3
0.421	0.0026	-37061.5
0.421	0.0027	-36592.9
0.421	0.0028	-36165.7
0.421	0.0029	-35776.5
0.421	0.003	-35422.1
0.421	0.0031	-35099.8
0.421	0.0032	-34807.1
0.421	0.0033	-34541.7
0.421	0.0034	-34301.7
0.421	0.0035	-34085.3
0.421	0.0036	-33890.7
0.421	0.0037	-33716.5
0.421	0.0038	-33561.3
0.421	0.0039	-33423.8
0.421	0.004	-33303
0.421	0.0041	-33197.7
0.421	0.0042	-33107.1
0.421	0.0043	-33030.1
0.421	0.0044	-32966
0.421	0.0045	-32913.9
0.421	0.0046	-32873.3
0.421	0.0047	-32843.5
0.421	0.0048	-32823.8
0.421	0.0049	-32813.7
0.421	0.005	-32812.6
0.421	0.0051	-32820.1
0.421	0.0052	-32835.7
0.421	0.0053	-32859
0.421	0.0054	-32889.6
0.421	0.0055	-32927.1
0.421	0.0056	-32971.1
0.421	0.0057	-33021.4
0.421	0.0058	-33077.5
0.421	0.0059	-33139.3
0.421	0.006	-33206.5
0.421	0.0061	-33278.7
0.421	0.0062	-33355.8
0.421	0.0063	-33437.5
0.421	0.0064	-33523.6
0.421	0.0065	-33613.9
0.421	0.0066	-33708.2
0.421	0.0067	-33806.4
0.421	0.0068	-33908.1
0.421	0.0069	-34013.4
0.421	0.007	-34121.9
0.421	0.0071	-34233.7
0.421	0.0072	-34348.5
0.421	0.0073	-34466.1
0.421	0.0074	-34586.6
0.421	0.0075	-34709.7
0.421	0.0076	-34835.3
0.421	0.0077	-34963.3
0.421	0.0078	-35093.7
0.421	0.0079	-35226.3
0.421	0.008	-35361
0.421	0.0081	-35497.8
0.421	0.0082	-35636.5
0.421	0.0083	-35777
0.421	0.0084	-35919.4
0.421	0.0085	-36063.4
0.421	0.0086	-36209.1
0.421	0.0087	-36356.4
0.421	0.0088	-36505.1
0.421	0.0089	-36655.3
0.421	0.009	-36806.9
0.421	0.0091	-36959.8
0.421	0.0092	-37113.9
0.421	0.0093	-37269.3
0.421	0.0094	-37425.8
0.421	0.0095	-37583.4
0.421	0.0096	-37742.1
0.421	0.0097	-37901.8
0.421	0.0098	-38062.5
0.421	0.0099	-38224.1
0.431	0.001	-56469.6
0.431	0.0011	-53959.2
0.431	0.0012	-51765.2
0.431	0.0013	-49833.2
0.431	0.0014	-48121
0.431	0.0015	-46595.6
0.431	0.0016	-45230.5
0.431	0.0017	-44004.3
0.431	0.0018	-42899.2
0.431	0.0019	-41900.5
0.431	0.002	-40996
0.431	0.0021	-40175.3
0.431	0.0022	-39429.3
0.431	0.0023	-38750.5
0.431	0.0024	-38132.2
0.431	0.0025	-37568.7
0.431	0.0026	-37054.9
0.431	0.0027	-36586.5
0.431	0.0028	-36159.4
0.431	0.0029	-35770.3
0.431	0.003	-35416
0.431	0.0031	-35093.7
0.431	0.0032	-34801.1
0.431	0.0033	-34535.8
0.431	0.0034	-34295.9
0.431	0.0035	-34079.5
0.431	0.0036	-33885
0.431	0.0037	-33710.9
0.431	0.0038	-33555.8
0.431	0.0039	-33418.4
0.431	0.004	-33297.7
0.431	0.0041	-33192.5
0.431	0.0042	-33101.9
0.431	0.0043	-33024.9
0.431	0.0044	-32960.9
0.431	0.0045	-32909
0.431	0.0046	-32868.4
0.431	0.0047	-32838.7
0.431	0.0048	-32819
0.431	0.0049	-32809
0.431	0.005	-32808
0.431	0.0051	-32815.5
0.431	0.0052	-32831.2
0.431	0.0053	-32854.6
0.431	0.0054	-32885.2
0.431	0.0055	-32922.8
0.431	0.0056	-32966.9
0.431	0.0057	-33017.2
0.431	0.0058	-33073.4
0.431	0.0059	-33135.3
0.431	0.006	-33202.5
0.431	0.0061	-33274.8
0.431	0.0062	-33351.9
0.431	0.0063	-33433.7
0.431	0.0064	-33519.9
0.431	0.0065	-33610.2
0.431	0.0066	-33704.6
0.431	0.0067	-33802.8
0.431	0.0068	-33904.6
0.431	0.0069	-34009.9
0.431	0.007	-34118.5
0.431	0.0071	-34230.3
0.431	0.0072	-34345.1
0.431	0.0073	-34462.9
0.431	0.0074	-34583.4
0.431	0.0075	-34706.5
0.431	0.0076	-34832.2
0.431	0.0077	-34960.3
0.431	0.0078	-35090.7
0.431	0.0079	-35223.3
0.431	0.008	-35358.1
0.431	0.0081	-35494.9
0.431	0.0082	-35633.7
0.431	0.0083	-35774.3
0.431	0.0084	-35916.7
0.431	0.0085	-36060.7
0.431	0.0086	-36206.5
0.431	0.0087	-36353.8
0.431	0.0088	-36502.6
0.431	0.0089	-36652.8
0.431	0.009	-36804.4
0.431	0.0091	-36957.4
0.431	0.0092	-37111.6
0.431	0.0093	-37267
0.431	0.0094	-37423.5
0.431	0.0095	-37581.2
0.431	0.0096	-37739.9
0.431	0.0097	-37899.7
0.431	0.0098	-38060.4
0.431	0.0099	-38222
0.441	0.001	-56461.5
0.441	0.0011	-53951.2
0.441	0.0012	-51757.4
0.441	0.0013	-49825.4
0.441	0.0014	-48113.4
0.441	0.0015	-46588.1
0.441	0.0016	-45223.1
0.441	0.0017	-43997
0.441	0.0018	-42892
0.441	0.0019	-41893.5
0.441	0.002	-40989.1
0.441	0.0021	-40168.4
0.441	0.0022	-39422.6
0.441	0.0023	-38743.9
0.441	0.0024	-38125.7
0.441	0.0025	-37562.3
0.441	0.0026	-37048.6
0.441	0.0027	-36580.2
0.441	0.0028	-36153.2
0.441	0.0029	-35764.2
0.441	0.003	-35410
0.441	0.0031	-35087.8
0.441	0.0032	-34795.3
0.441	0.0033	-34530.1
0.441	0.0034	-34290.3
0.441	0.0035	-34074
0.441	0.0036	-33879.5
0.441	0.0037	-33705.5
0.441	0.0038	-33550.5
0.441	0.0039	-33413.2
0.441	0.004	-33292.5
0.441	0.0041	-33187.4
0.441	0.0042	-33096.9
0.441	0.0043	-33020
0.441	0.0044	-32956
0.441	0.0045	-32904.2
0.441	0.0046	-32863.7
0.441	0.0047	-32834
0.441	0.0048	-32814.4
0.441	0.0049	-32804.5
0.441	0.005	-32803.5
0.441	0.0051	-32811.2
0.441	0.0052	-32826.9
0.441	0.0053	-32850.3
0.441	0.0054	-32881
0.441	0.0055	-32918.6
0.441	0.0056	-32962.8
0.441	0.0057	-33013.2
0.441	0.0058	-33069.5
0.441	0.0059	-33131.4
0.441	0.006	-33198.7
0.441	0.0061	-33271
0.441	0.0062	-33348.2
0.441	0.0063	-33430.1
0.441	0.0064	-33516.3
0.441	0.0065	-33606.7
0.441	0.0066	-33701.1
0.441	0.0067	-33799.3
0.441	0.0068	-33901.2
0.441	0.0069	-34006.6
0.441	0.007	-34115.3
0.441	0.0071	-34227.1
0.441	0.0072	-34342
0.441	0.0073	-34459.8
0.441	0.0074	-34580.3
0.441	0.0075	-34703.5
0.441	0.0076	-34829.2
0.441	0.0077	-34957.4
0.441	0.0078	-35087.9
0.441	0.0079	-35220.5
0.441	0.008	-35355.4
0.441	0.0081	-35492.2
0.441	0.0082	-35631
0.441	0.0083	-35771.6
0.441	0.0084	-35914.1
0.441	0.0085	-36058.2
0.441	0.0086	-36204
0.441	0.0087	-36351.4
0.441	0.0088	-36500.2
0.441	0.0089	-36650.5
0.441	0.009	-36802.2
0.441	0.0091	-36955.1
0.441	0.0092	-37109.4
0.441	0.0093	-37264.8
0.441	0.0094	-37421.4
0.441	0.0095	-37579.1
0.441	0.0096	-37737.9
0.441	0.0097	-37897.7
0.441	0.0098	-38058.4
0.441	0.0099	-38220.1
0.451	0.001	-56453.6
0.451	0.0011	-53943.5
0.451	0.0012	-51749.7
0.451	0.0013	-49817.9
0.451	0.0014	-48106
0.451	0.0015	-46580.8
0.451	0.0016	-45216
0.451	0.0017	-43989.9
0.451	0.0018	-42885.1
0.451	0.0019	-41886.6
0.451	0.002	-40982.4
0.451	0.0021	-40161.8
0.451	0.0022	-39416
0.451	0.0023	-38737.4
0.451	0.0024	-38119.3
0.451	0.0025	-37556
0.451	0.0026	-37042.5
0.451	0.0027	-36574.2
0.451	0.0028	-36147.3
0.451	0.0029	-35758.3
0.451	0.003	-35404.2
0.451	0.0031	-35082.1
0.451	0.0032	-34789.7
0.451	0.0033	-34524.6
0.451	0.0034	-34284.8
0.451	0.0035	-34068.6
0.451	0.0036	-33874.3
0.451	0.0037	-33700.3
0.451	0.0038	-33545.3
0.451	0.0039	-33408.1
0.451	0.004	-33287.5
0.451	0.0041	-33182.5
0.451	0.0042	-33092
0.451	0.0043	-33015.3
0.451	0.0044	-32951.4
0.451	0.0045	-32899.6
0.451	0.0046	-32859.2
0.451	0.0047	-32829.5
0.451	0.0048	-32810
0.451	0.0049	-32800.1
0.451	0.005	-32799.3
0.451	0.0051	-32807
0.451	0.0052	-32822.8
0.451	0.0053	-32846.2
0.451	0.0054	-32877
0.451	0.0055	-32914.7
0.451	0.0056	-32958.9
0.451	0.0057	-33009.3
0.451	0.0058	-33065.7
0.451	0.0059	-33127.7
0.451	0.006	-33195
0.451	0.0061	-33267.4
0.451	0.0062	-33344.7
0.451	0.0063	-33426.6
0.451	0.0064	-33512.8
0.451	0.0065	-33603.3
0.451	0.0066	-33697.8
0.451	0.0067	-33796.1
0.451	0.0068	-33898
0.451	0.0069	-34003.4
0.451	0.007	-34112.2
0.451	0.0071	-34224.1
0.451	0.0072	-34339
0.451	0.0073	-34456.8
0.451	0.0074	-34577.4
0.451	0.0075	-34700.7
0.451	0.0076	-34826.4
0.451	0.0077	-34954.6
0.451	0.0078	-35085.2
0.451	0.0079	-35217.9
0.451	0.008	-35352.8
0.451	0.0081	-35489.6
0.451	0.0082	-35628.5
0.451	0.0083	-35769.2
0.451	0.0084	-35911.7
0.451	0.0085	-36055.9
0.451	0.0086	-36201.7
0.451	0.0087	-36349.1
0.451	0.0088	-36498
0.451	0.0089	-36648.3
0.451	0.009	-36800
0.451	0.0091	-36953
0.451	0.0092	-37107.3
0.451	0.0093	-37262.8
0.451	0.0094	-37419.4
0.451	0.0095	-37577.2
0.451	0.0096	-37736
0.451	0.0097	-37895.8
0.451	0.0098	-38056.6
0.451	0.0099	-38218.3
0.461	0.001	-56445.9
0.461	0.0011	-53935.9
0.461	0.0012	-51742.3
0.461	0.0013	-49810.6
0.461	0.0014	-48098.8
0.461	0.0015	-46573.7
0.461	0.0016	-45209
0.461	0.0017	-43983.1
0.461	0.0018	-42878.3
0.461	0.0019	-41880
0.461	0.002	-40975.8
0.461	0.0021	-40155.4
0.461	0.0022	-39409.7
0.461	0.0023	-38731.2
0.461	0.0024	-38113.2
0.461	0.0025	-37550
0.461	0.0026	-37036.5
0.461	0.0027	-36568.3
0.461	0.0028	-36141.5
0.461	0.0029	-35752.7
0.461	0.003	-35398.6
0.461	0.0031	-35076.6
0.461	0.0032	-34784.3
0.461	0.0033	-34519.2
0.461	0.0034	-34279.6
0.461	0.0035	-34063.4
0.461	0.0036	-33869.2
0.461	0.0037	-33695.3
0.461	0.0038	-33540.4
0.461	0.0039	-33403.3
0.461	0.004	-33282.7
0.461	0.0041	-33177.8
0.461	0.0042	-33087.4
0.461	0.0043	-33010.7
0.461	0.0044	-32946.9
0.461	0.0045	-32895.1
0.461	0.0046	-32854.8
0.461	0.0047	-32825.2
0.461	0.0048	-32805.8
0.461	0.0049	-32796
0.461	0.005	-32795.2
0.461	0.0051	-32802.9
0.461	0.0052	-32818.8
0.461	0.0053	-32842.3
0.461	0.0054	-32873.2
0.461	0.0055	-32910.9
0.461	0.0056	-32955.2
0.461	0.0057	-33005.7
0.461	0.0058	-33062.1
0.461	0.0059	-33124.1
0.461	0.006	-33191.5
0.461	0.0061	-33264
0.461	0.0062	-33341.3
0.461	0.0063	-33423.2
0.461	0.0064	-33509.6
0.461	0.0065	-33600.1
0.461	0.0066	-33694.6
0.461	0.0067	-33793
0.461	0.0068	-33895
0.461	0.0069	-34000.4
0.461	0.007	-34109.2
0.461	0.0071	-34221.1
0.461	0.0072	-34336.1
0.461	0.0073	-34454
0.461	0.0074	-34574.7
0.461	0.0075	-34697.9
0.461	0.0076	-34823.8
0.461	0.0077	-34952
0.461	0.0078	-35082.6
0.461	0.0079	-35215.4
0.461	0.008	-35350.3
0.461	0.0081	-35487.2
0.461	0.0082	-35626.1
0.461	0.0083	-35766.9
0.461	0.0084	-35909.4
0.461	0.0085	-36053.6
0.461	0.0086	-36199.5
0.461	0.0087	-36346.9
0.461	0.0088	-36495.9
0.461	0.0089	-36646.2
0.461	0.009	-36798
0.461	0.0091	-36951
0.461	0.0092	-37105.4
0.461	0.0093	-37260.9
0.461	0.0094	-37417.6
0.461	0.0095	-37575.4
0.461	0.0096	-37734.2
0.461	0.0097	-37894.1
0.461	0.0098	-38054.9
0.461	0.0099	-38216.7
0.471	0.001	-56438.4
0.471	0.0011	-53928.5
0.471	0.0012	-51735
0.471	0.0013	-49803.5
0.471	0.0014	-48091.8
0.471	0.0015	-46566.8
0.471	0.0016	-45202.2
0.471	0.0017	-43976.4
0.471	0.0018	-42871.8
0.471	0.0019	-41873.6
0.471	0.002	-40969.5
0.471	0.0021	-40149.1
0.471	0.0022	-39403.6
0.471	0.0023	-38725.1
0.471	0.0024	-38107.2
0.471	0.0025	-37544.1
0.471	0.0026	-37030.7
0.471	0.0027	-36562.6
0.471	0.0028	-36135.9
0.471	0.0029	-35747.2
0.471	0.003	-35393.2
0.471	0.0031	-35071.3
0.471	0.0032	-34779
0.471	0.0033	-34514.1
0.471	0.0034	-34274.5
0.471	0.0035	-34058.4
0.471	0.0036	-33864.2
0.471	0.0037	-33690.4
0.471	0.0038	-33535.6
0.471	0.0039	-33398.6
0.471	0.004	-33278.1
0.471	0.0041	-33173.2
0.471	0.0042	-33082.9
0.471	0.0043	-33006.3
0.471	0.0044	-32942.5
0.471	0.0045	-32890.9
0.471	0.0046	-32850.6
0.471	0.0047	-32821.1
0.471	0.0048	-32801.7
0.471	0.0049	-32791.9
0.471	0.005	-32791.2
0.471	0.0051	-32799
0.471	0.0052	-32815
0.471	0.0053	-32838.6
0.471	0.0054	-32869.5
0.471	0.0055	-32907.2
0.471	0.0056	-32951.6
0.471	0.0057	-33002.1
0.471	0.0058	-33058.6
0.471	0.0059	-33120.7
0.471	0.006	-33188.2
0.471	0.0061	-33260.7
0.471	0.0062	-33338.1
0.471	0.0063	-33420.1
0.471	0.0064	-33506.4
0.471	0.0065	-33597
0.471	0.0066	-33691.6
0.471	0.0067	-33790
0.471	0.0068	-33892
0.471	0.0069	-33997.5
0.471	0.007	-34106.4
0.471	0.0071	-34218.4
0.471	0.0072	-34333.4
0.471	0.0073	-34451.3
0.471	0.0074	-34572
0.471	0.0075	-34695.4
0.471	0.0076	-34821.3
0.471	0.0077	-34949.6
0.471	0.0078	-35080.2
0.471	0.0079	-35213
0.471	0.008	-35348
0.471	0.0081	-35484.9
0.471	0.0082	-35623.9
0.471	0.0083	-35764.7
0.471	0.0084	-35907.2
0.471	0.0085	-36051.5
0.471	0.0086	-36197.4
0.471	0.0087	-36344.9
0.471	0.0088	-36493.9
0.471	0.0089	-36644.3
0.471	0.009	-36796.1
0.471	0.0091	-36949.2
0.471	0.0092	-37103.6
0.471	0.0093	-37259.1
0.471	0.0094	-37415.9
0.471	0.0095	-37573.7
0.471	0.0096	-37732.6
0.471	0.0097	-37892.5
0.471	0.0098	-38053.4
0.471	0.0099	-38215.2
0.481	0.001	-56431.1
0.481	0.0011	-53921.3
0.481	0.0012	-51728
0.481	0.0013	-49796.5
0.481	0.0014	-48084.9
0.481	0.0015	-46560.1
0.481	0.0016	-45195.6
0.481	0.0017	-43969.9
0.481	0.0018	-42865.4
0.481	0.0019	-41867.3
0.481	0.002	-40963.3
0.481	0.0021	-40143.1
0.481	0.0022	-39397.6
0.481	0.0023	-38719.3
0.481	0.0024	-38101.5
0.481	0.0025	-37538.4
0.481	0.0026	-37025.1
0.481	0.0027	-36557.1
0.481	0.0028	-36130.5
0.481	0.0029	-35741.8
0.481	0.003	-35387.9
0.481	0.0031	-35066.1
0.481	0.0032	-34773.9
0.481	0.0033	-34509.1
0.481	0.0034	-34269.6
0.481	0.0035	-34053.6
0.481	0.0036	-33859.5
0.481	0.0037	-33685.7
0.481	0.0038	-33531
0.481	0.0039	-33394
0.481	0.004	-33273.6
0.481	0.0041	-33168.8
0.481	0.0042	-33078.6
0.481	0.0043	-33002
0.481	0.0044	-32938.3
0.481	0.0045	-32886.7
0.481	0.0046	-32846.5
0.481	0.0047	-32817.1
0.481	0.0048	-32797.8
0.481	0.0049	-32788.1
0.481	0.005	-32787.4
0.481	0.0051	-32795.3
0.481	0.0052	-32811.3
0.481	0.0053	-32834.9
0.481	0.0054	-32865.9
0.481	0.0055	-32903.7
0.481	0.0056	-32948.1
0.481	0.0057	-32998.8
0.481	0.0058	-33055.3
0.481	0.0059	-33117.4
0.481	0.006	-33184.9
0.481	0.0061	-33257.5
0.481	0.0062	-33335
0.481	0.0063	-33417
0.481	0.0064	-33503.4
0.481	0.0065	-33594.1
0.481	0.0066	-33688.7
0.481	0.0067	-33787.2
0.481	0.0068	-33889.2
0.481	0.0069	-33994.8
0.481	0.007	-34103.7
0.481	0.0071	-34215.7
0.481	0.0072	-34330.8
0.481	0.0073	-34448.8
0.481	0.0074	-34569.5
0.481	0.0075	-34692.9
0.481	0.0076	-34818.9
0.481	0.0077	-34947.2
0.481	0.0078	-35077.9
0.481	0.0079	-35210.7
0.481	0.008	-35345.7
0.481	0.0081	-35482.8
0.481	0.0082	-35621.7
0.481	0.0083	-35762.6
0.481	0.0084	-35905.2
0.481	0.0085	-36049.5
0.481	0.0086	-36195.5
0.481	0.0087	-36343
0.481	0.0088	-36492
0.481	0.0089	-36642.5
0.481	0.009	-36794.3
0.481	0.0091	-36947.5
0.481	0.0092	-37101.9
0.481	0.0093	-37257.5
0.481	0.0094	-37414.2
0.481	0.0095	-37572.1
0.481	0.0096	-37731.1
0.481	0.0097	-37891
0.481	0.0098	-38051.9
0.481	0.0099	-38213.8
0.491	0.001	-56423.9
0.491	0.0011	-53914.3
0.491	0.0012	-51721.1
0.491	0.0013	-49789.8
0.491	0.0014	-48078.3
0.491	0.0015	-46553.6
0.491	0.0016	-45189.2
0.491	0.0017	-43963.6
0.491	0.0018	-42859.2
0.491	0.0019	-41861.2
0.491	0.002	-40957.3
0.491	0.0021	-40137.1
0.491	0.0022	-39391.8
0.491	0.0023	-38713.6
0.491	0.0024	-38095.8
0.491	0.0025	-37532.9
0.491	0.0026	-37019.7
0.491	0.0027	-36551.8
0.491	0.0028	-36125.3
0.491	0.0029	-35736.6
0.491	0.003	-35382.9
0.491	0.0031	-35061.1
0.491	0.0032	-34769
0.491	0.0033	-34504.2
0.491	0.0034	-34264.8
0.491	0.0035	-34048.9
0.491	0.0036	-33854.9
0.491	0.0037	-33681.2
0.491	0.0038	-33526.5
