scalar	theta	mle
1.081	0.0011	-53671
1.081	0.0012	-51483.9
1.081	0.0013	-49558.6
1.081	0.0014	-47852.9
1.081	0.0015	-46333.8
1.081	0.0016	-44974.8
1.081	0.0017	-43754.5
1.081	0.0018	-42655.2
1.081	0.0019	-41662.2
1.081	0.002	-40763.2
1.081	0.0021	-39947.8
1.081	0.0022	-39207
1.081	0.0023	-38533.3
1.081	0.0024	-37920
1.081	0.0025	-37361.3
1.081	0.0026	-36852.3
1.081	0.0027	-36388.5
1.081	0.0028	-35966
1.081	0.0029	-35581.3
1.081	0.003	-35231.3
1.081	0.0031	-34913.3
1.081	0.0032	-34624.9
1.081	0.0033	-34363.7
1.081	0.0034	-34127.8
1.081	0.0035	-33915.4
1.081	0.0036	-33724.8
1.081	0.0037	-33554.5
1.081	0.0038	-33403.1
1.081	0.0039	-33269.4
1.081	0.004	-33152.3
1.081	0.0041	-33050.6
1.081	0.0042	-32963.5
1.081	0.0043	-32890.1
1.081	0.0044	-32829.4
1.081	0.0045	-32780.8
1.081	0.0046	-32743.5
1.081	0.0047	-32717
1.081	0.0048	-32700.6
1.081	0.0049	-32693.6
1.081	0.005	-32695.7
1.081	0.0051	-32706.3
1.081	0.0052	-32725
1.081	0.0053	-32751.3
1.081	0.0054	-32784.9
1.081	0.0055	-32825.3
1.081	0.0056	-32872.3
1.081	0.0057	-32925.4
1.081	0.0058	-32984.4
1.081	0.0059	-33049
1.081	0.006	-33118.9
1.081	0.0061	-33193.9
1.081	0.0062	-33273.7
1.081	0.0063	-33358
1.081	0.0064	-33446.8
1.081	0.0065	-33539.7
1.081	0.0066	-33636.5
1.081	0.0067	-33737.2
1.081	0.0068	-33841.5
1.081	0.0069	-33949.2
1.081	0.007	-34060.2
1.081	0.0071	-34174.4
1.081	0.0072	-34291.5
1.081	0.0073	-34411.6
1.081	0.0074	-34534.3
1.081	0.0075	-34659.8
1.081	0.0076	-34787.7
1.081	0.0077	-34918
1.081	0.0078	-35050.6
1.081	0.0079	-35185.4
1.081	0.008	-35322.3
1.081	0.0081	-35461.3
1.081	0.0082	-35602.1
1.081	0.0083	-35744.8
1.081	0.0084	-35889.2
1.081	0.0085	-36035.4
1.081	0.0086	-36183.1
1.081	0.0087	-36332.4
1.081	0.0088	-36483.2
1.081	0.0089	-36635.4
1.081	0.009	-36789
1.081	0.0091	-36943.8
1.081	0.0092	-37099.9
1.081	0.0093	-37257.2
1.081	0.0094	-37415.7
1.081	0.0095	-37575.2
1.081	0.0096	-37735.8
1.081	0.0097	-37897.3
1.081	0.0098	-38059.9
1.081	0.0099	-38223.3
1.091	0.001	-56171.5
1.091	0.0011	-53668.5
1.091	0.0012	-51481.5
1.091	0.0013	-49556.2
1.091	0.0014	-47850.6
1.091	0.0015	-46331.6
1.091	0.0016	-44972.8
1.091	0.0017	-43752.5
1.091	0.0018	-42653.3
1.091	0.0019	-41660.4
1.091	0.002	-40761.4
1.091	0.0021	-39946.1
1.091	0.0022	-39205.4
1.091	0.0023	-38531.7
1.091	0.0024	-37918.4
1.091	0.0025	-37359.8
1.091	0.0026	-36850.9
1.091	0.0027	-36387.1
1.091	0.0028	-35964.6
1.091	0.0029	-35580
1.091	0.003	-35230.1
1.091	0.0031	-34912.2
1.091	0.0032	-34623.8
1.091	0.0033	-34362.7
1.091	0.0034	-34126.8
1.091	0.0035	-33914.4
1.091	0.0036	-33723.9
1.091	0.0037	-33553.6
1.091	0.0038	-33402.3
1.091	0.0039	-33268.6
1.091	0.004	-33151.5
1.091	0.0041	-33049.9
1.091	0.0042	-32962.9
1.091	0.0043	-32889.4
1.091	0.0044	-32828.8
1.091	0.0045	-32780.2
1.091	0.0046	-32743
1.091	0.0047	-32716.5
1.091	0.0048	-32700.1
1.091	0.0049	-32693.2
1.091	0.005	-32695.4
1.091	0.0051	-32706
1.091	0.0052	-32724.7
1.091	0.0053	-32751.1
1.091	0.0054	-32784.7
1.091	0.0055	-32825.1
1.091	0.0056	-32872.1
1.091	0.0057	-32925.3
1.091	0.0058	-32984.3
1.091	0.0059	-33048.9
1.091	0.006	-33118.9
1.091	0.0061	-33193.8
1.091	0.0062	-33273.7
1.091	0.0063	-33358.1
1.091	0.0064	-33446.8
1.091	0.0065	-33539.7
1.091	0.0066	-33636.6
1.091	0.0067	-33737.3
1.091	0.0068	-33841.6
1.091	0.0069	-33949.4
1.091	0.007	-34060.4
1.091	0.0071	-34174.6
1.091	0.0072	-34291.8
1.091	0.0073	-34411.9
1.091	0.0074	-34534.7
1.091	0.0075	-34660.1
1.091	0.0076	-34788
1.091	0.0077	-34918.4
1.091	0.0078	-35051
1.091	0.0079	-35185.9
1.091	0.008	-35322.8
1.091	0.0081	-35461.7
1.091	0.0082	-35602.6
1.091	0.0083	-35745.3
1.091	0.0084	-35889.8
1.091	0.0085	-36035.9
1.091	0.0086	-36183.7
1.091	0.0087	-36333.1
1.091	0.0088	-36483.9
1.091	0.0089	-36636.1
1.091	0.009	-36789.7
1.091	0.0091	-36944.5
1.091	0.0092	-37100.7
1.091	0.0093	-37258
1.091	0.0094	-37416.4
1.091	0.0095	-37576
1.091	0.0096	-37736.6
1.091	0.0097	-37898.1
1.091	0.0098	-38060.7
1.091	0.0099	-38224.1
1.101	0.001	-56169
1.101	0.0011	-53666
1.101	0.0012	-51479.1
1.101	0.0013	-49554
1.101	0.0014	-47848.4
1.101	0.0015	-46329.5
1.101	0.0016	-44970.7
1.101	0.0017	-43750.6
1.101	0.0018	-42651.4
1.101	0.0019	-41658.5
1.101	0.002	-40759.7
1.101	0.0021	-39944.4
1.101	0.0022	-39203.7
1.101	0.0023	-38530.1
1.101	0.0024	-37916.9
1.101	0.0025	-37358.4
1.101	0.0026	-36849.5
1.101	0.0027	-36385.8
1.101	0.0028	-35963.4
1.101	0.0029	-35578.8
1.101	0.003	-35228.9
1.101	0.0031	-34911
1.101	0.0032	-34622.7
1.101	0.0033	-34361.6
1.101	0.0034	-34125.8
1.101	0.0035	-33913.5
1.101	0.0036	-33722.9
1.101	0.0037	-33552.7
1.101	0.0038	-33401.4
1.101	0.0039	-33267.8
1.101	0.004	-33150.8
1.101	0.0041	-33049.2
1.101	0.0042	-32962.2
1.101	0.0043	-32888.8
1.101	0.0044	-32828.2
1.101	0.0045	-32779.7
1.101	0.0046	-32742.5
1.101	0.0047	-32716.1
1.101	0.0048	-32699.7
1.101	0.0049	-32692.8
1.101	0.005	-32695
1.101	0.0051	-32705.7
1.101	0.0052	-32724.4
1.101	0.0053	-32750.8
1.101	0.0054	-32784.4
1.101	0.0055	-32824.9
1.101	0.0056	-32871.9
1.101	0.0057	-32925.1
1.101	0.0058	-32984.2
1.101	0.0059	-33048.8
1.101	0.006	-33118.8
1.101	0.0061	-33193.8
1.101	0.0062	-33273.7
1.101	0.0063	-33358.1
1.101	0.0064	-33446.9
1.101	0.0065	-33539.8
1.101	0.0066	-33636.8
1.101	0.0067	-33737.5
1.101	0.0068	-33841.8
1.101	0.0069	-33949.6
1.101	0.007	-34060.6
1.101	0.0071	-34174.9
1.101	0.0072	-34292.1
1.101	0.0073	-34412.2
1.101	0.0074	-34535
1.101	0.0075	-34660.5
1.101	0.0076	-34788.4
1.101	0.0077	-34918.8
1.101	0.0078	-35051.4
1.101	0.0079	-35186.3
1.101	0.008	-35323.3
1.101	0.0081	-35462.2
1.101	0.0082	-35603.1
1.101	0.0083	-35745.9
1.101	0.0084	-35890.3
1.101	0.0085	-36036.5
1.101	0.0086	-36184.3
1.101	0.0087	-36333.7
1.101	0.0088	-36484.5
1.101	0.0089	-36636.7
1.101	0.009	-36790.3
1.101	0.0091	-36945.2
1.101	0.0092	-37101.4
1.101	0.0093	-37258.7
1.101	0.0094	-37417.2
1.101	0.0095	-37576.8
1.101	0.0096	-37737.4
1.101	0.0097	-37899
1.101	0.0098	-38061.5
1.101	0.0099	-38225
1.111	0.001	-56166.5
1.111	0.0011	-53663.6
1.111	0.0012	-51476.8
1.111	0.0013	-49551.7
1.111	0.0014	-47846.3
1.111	0.0015	-46327.4
1.111	0.0016	-44968.7
1.111	0.0017	-43748.6
1.111	0.0018	-42649.5
1.111	0.0019	-41656.7
1.111	0.002	-40757.9
1.111	0.0021	-39942.7
1.111	0.0022	-39202.1
1.111	0.0023	-38528.6
1.111	0.0024	-37915.4
1.111	0.0025	-37357
1.111	0.0026	-36848.1
1.111	0.0027	-36384.5
1.111	0.0028	-35962.1
1.111	0.0029	-35577.6
1.111	0.003	-35227.8
1.111	0.0031	-34909.9
1.111	0.0032	-34621.6
1.111	0.0033	-34360.6
1.111	0.0034	-34124.9
1.111	0.0035	-33912.6
1.111	0.0036	-33722.1
1.111	0.0037	-33551.9
1.111	0.0038	-33400.6
1.111	0.0039	-33267.1
1.111	0.004	-33150.1
1.111	0.0041	-33048.6
1.111	0.0042	-32961.6
1.111	0.0043	-32888.2
1.111	0.0044	-32827.7
1.111	0.0045	-32779.2
1.111	0.0046	-32742
1.111	0.0047	-32715.6
1.111	0.0048	-32699.3
1.111	0.0049	-32692.5
1.111	0.005	-32694.7
1.111	0.0051	-32705.4
1.111	0.0052	-32724.1
1.111	0.0053	-32750.6
1.111	0.0054	-32784.2
1.111	0.0055	-32824.7
1.111	0.0056	-32871.8
1.111	0.0057	-32925
1.111	0.0058	-32984.1
1.111	0.0059	-33048.8
1.111	0.006	-33118.8
1.111	0.0061	-33193.8
1.111	0.0062	-33273.7
1.111	0.0063	-33358.2
1.111	0.0064	-33447
1.111	0.0065	-33540
1.111	0.0066	-33636.9
1.111	0.0067	-33737.6
1.111	0.0068	-33842
1.111	0.0069	-33949.8
1.111	0.007	-34060.9
1.111	0.0071	-34175.1
1.111	0.0072	-34292.4
1.111	0.0073	-34412.5
1.111	0.0074	-34535.3
1.111	0.0075	-34660.8
1.111	0.0076	-34788.8
1.111	0.0077	-34919.2
1.111	0.0078	-35051.9
1.111	0.0079	-35186.8
1.111	0.008	-35323.7
1.111	0.0081	-35462.7
1.111	0.0082	-35603.6
1.111	0.0083	-35746.4
1.111	0.0084	-35890.9
1.111	0.0085	-36037.1
1.111	0.0086	-36184.9
1.111	0.0087	-36334.3
1.111	0.0088	-36485.2
1.111	0.0089	-36637.4
1.111	0.009	-36791
1.111	0.0091	-36946
1.111	0.0092	-37102.1
1.111	0.0093	-37259.5
1.111	0.0094	-37418
1.111	0.0095	-37577.6
1.111	0.0096	-37738.2
1.111	0.0097	-37899.8
1.111	0.0098	-38062.4
1.111	0.0099	-38225.9
1.121	0.001	-56164
1.121	0.0011	-53661.2
1.121	0.0012	-51474.5
1.121	0.0013	-49549.5
1.121	0.0014	-47844.1
1.121	0.0015	-46325.4
1.121	0.0016	-44966.7
1.121	0.0017	-43746.7
1.121	0.0018	-42647.7
1.121	0.0019	-41655
1.121	0.002	-40756.2
1.121	0.0021	-39941
1.121	0.0022	-39200.5
1.121	0.0023	-38527.1
1.121	0.0024	-37914
1.121	0.0025	-37355.6
1.121	0.0026	-36846.8
1.121	0.0027	-36383.2
1.121	0.0028	-35960.8
1.121	0.0029	-35576.4
1.121	0.003	-35226.6
1.121	0.0031	-34908.8
1.121	0.0032	-34620.6
1.121	0.0033	-34359.6
1.121	0.0034	-34123.9
1.121	0.0035	-33911.7
1.121	0.0036	-33721.2
1.121	0.0037	-33551.1
1.121	0.0038	-33399.9
1.121	0.0039	-33266.4
1.121	0.004	-33149.4
1.121	0.0041	-33047.9
1.121	0.0042	-32961
1.121	0.0043	-32887.6
1.121	0.0044	-32827.1
1.121	0.0045	-32778.7
1.121	0.0046	-32741.6
1.121	0.0047	-32715.2
1.121	0.0048	-32698.9
1.121	0.0049	-32692.1
1.121	0.005	-32694.3
1.121	0.0051	-32705.1
1.121	0.0052	-32723.9
1.121	0.0053	-32750.3
1.121	0.0054	-32784
1.121	0.0055	-32824.6
1.121	0.0056	-32871.6
1.121	0.0057	-32924.9
1.121	0.0058	-32984
1.121	0.0059	-33048.7
1.121	0.006	-33118.8
1.121	0.0061	-33193.9
1.121	0.0062	-33273.7
1.121	0.0063	-33358.2
1.121	0.0064	-33447.1
1.121	0.0065	-33540.1
1.121	0.0066	-33637.1
1.121	0.0067	-33737.8
1.121	0.0068	-33842.2
1.121	0.0069	-33950
1.121	0.007	-34061.1
1.121	0.0071	-34175.4
1.121	0.0072	-34292.7
1.121	0.0073	-34412.8
1.121	0.0074	-34535.7
1.121	0.0075	-34661.2
1.121	0.0076	-34789.2
1.121	0.0077	-34919.6
1.121	0.0078	-35052.3
1.121	0.0079	-35187.2
1.121	0.008	-35324.2
1.121	0.0081	-35463.2
1.121	0.0082	-35604.2
1.121	0.0083	-35747
1.121	0.0084	-35891.5
1.121	0.0085	-36037.7
1.121	0.0086	-36185.6
1.121	0.0087	-36335
1.121	0.0088	-36485.8
1.121	0.0089	-36638.1
1.121	0.009	-36791.7
1.121	0.0091	-36946.7
1.121	0.0092	-37102.9
1.121	0.0093	-37260.2
1.121	0.0094	-37418.8
1.121	0.0095	-37578.4
1.121	0.0096	-37739
1.121	0.0097	-37900.6
1.121	0.0098	-38063.2
1.121	0.0099	-38226.7
1.131	0.001	-56161.5
1.131	0.0011	-53658.8
1.131	0.0012	-51472.2
1.131	0.0013	-49547.3
1.131	0.0014	-47842
1.131	0.0015	-46323.3
1.131	0.0016	-44964.8
1.131	0.0017	-43744.8
1.131	0.0018	-42645.9
1.131	0.0019	-41653.2
1.131	0.002	-40754.5
1.131	0.0021	-39939.4
1.131	0.0022	-39199
1.131	0.0023	-38525.6
1.131	0.0024	-37912.5
1.131	0.0025	-37354.2
1.131	0.0026	-36845.4
1.131	0.0027	-36381.9
1.131	0.0028	-35959.6
1.131	0.0029	-35575.2
1.131	0.003	-35225.5
1.131	0.0031	-34907.8
1.131	0.0032	-34619.6
1.131	0.0033	-34358.6
1.131	0.0034	-34123
1.131	0.0035	-33910.8
1.131	0.0036	-33720.4
1.131	0.0037	-33550.3
1.131	0.0038	-33399.1
1.131	0.0039	-33265.6
1.131	0.004	-33148.7
1.131	0.0041	-33047.3
1.131	0.0042	-32960.4
1.131	0.0043	-32887.1
1.131	0.0044	-32826.6
1.131	0.0045	-32778.2
1.131	0.0046	-32741.1
1.131	0.0047	-32714.8
1.131	0.0048	-32698.5
1.131	0.0049	-32691.8
1.131	0.005	-32694
1.131	0.0051	-32704.8
1.131	0.0052	-32723.7
1.131	0.0053	-32750.1
1.131	0.0054	-32783.9
1.131	0.0055	-32824.4
1.131	0.0056	-32871.5
1.131	0.0057	-32924.8
1.131	0.0058	-32984
1.131	0.0059	-33048.7
1.131	0.006	-33118.8
1.131	0.0061	-33193.9
1.131	0.0062	-33273.8
1.131	0.0063	-33358.3
1.131	0.0064	-33447.2
1.131	0.0065	-33540.2
1.131	0.0066	-33637.2
1.131	0.0067	-33738
1.131	0.0068	-33842.4
1.131	0.0069	-33950.3
1.131	0.007	-34061.4
1.131	0.0071	-34175.7
1.131	0.0072	-34293
1.131	0.0073	-34413.2
1.131	0.0074	-34536.1
1.131	0.0075	-34661.6
1.131	0.0076	-34789.6
1.131	0.0077	-34920.1
1.131	0.0078	-35052.8
1.131	0.0079	-35187.7
1.131	0.008	-35324.7
1.131	0.0081	-35463.8
1.131	0.0082	-35604.7
1.131	0.0083	-35747.5
1.131	0.0084	-35892.1
1.131	0.0085	-36038.3
1.131	0.0086	-36186.2
1.131	0.0087	-36335.6
1.131	0.0088	-36486.5
1.131	0.0089	-36638.8
1.131	0.009	-36792.5
1.131	0.0091	-36947.4
1.131	0.0092	-37103.6
1.131	0.0093	-37261
1.131	0.0094	-37419.5
1.131	0.0095	-37579.2
1.131	0.0096	-37739.8
1.131	0.0097	-37901.5
1.131	0.0098	-38064.1
1.131	0.0099	-38227.6
1.141	0.001	-56159.1
1.141	0.0011	-53656.5
1.141	0.0012	-51470
1.141	0.0013	-49545.1
1.141	0.0014	-47839.9
1.141	0.0015	-46321.3
1.141	0.0016	-44962.8
1.141	0.0017	-43743
1.141	0.0018	-42644.1
1.141	0.0019	-41651.5
1.141	0.002	-40752.9
1.141	0.0021	-39937.8
1.141	0.0022	-39197.5
1.141	0.0023	-38524.1
1.141	0.0024	-37911.1
1.141	0.0025	-37352.8
1.141	0.0026	-36844.1
1.141	0.0027	-36380.6
1.141	0.0028	-35958.4
1.141	0.0029	-35574.1
1.141	0.003	-35224.4
1.141	0.0031	-34906.7
1.141	0.0032	-34618.6
1.141	0.0033	-34357.7
1.141	0.0034	-34122.1
1.141	0.0035	-33909.9
1.141	0.0036	-33719.6
1.141	0.0037	-33549.5
1.141	0.0038	-33398.4
1.141	0.0039	-33265
1.141	0.004	-33148.1
1.141	0.0041	-33046.7
1.141	0.0042	-32959.8
1.141	0.0043	-32886.5
1.141	0.0044	-32826.1
1.141	0.0045	-32777.7
1.141	0.0046	-32740.7
1.141	0.0047	-32714.4
1.141	0.0048	-32698.1
1.141	0.0049	-32691.4
1.141	0.005	-32693.7
1.141	0.0051	-32704.6
1.141	0.0052	-32723.4
1.141	0.0053	-32749.9
1.141	0.0054	-32783.7
1.141	0.0055	-32824.3
1.141	0.0056	-32871.4
1.141	0.0057	-32924.7
1.141	0.0058	-32983.9
1.141	0.0059	-33048.7
1.141	0.006	-33118.8
1.141	0.0061	-33193.9
1.141	0.0062	-33273.9
1.141	0.0063	-33358.4
1.141	0.0064	-33447.3
1.141	0.0065	-33540.4
1.141	0.0066	-33637.4
1.141	0.0067	-33738.2
1.141	0.0068	-33842.7
1.141	0.0069	-33950.5
1.141	0.007	-34061.7
1.141	0.0071	-34176
1.141	0.0072	-34293.3
1.141	0.0073	-34413.5
1.141	0.0074	-34536.4
1.141	0.0075	-34662
1.141	0.0076	-34790.1
1.141	0.0077	-34920.5
1.141	0.0078	-35053.3
1.141	0.0079	-35188.2
1.141	0.008	-35325.3
1.141	0.0081	-35464.3
1.141	0.0082	-35605.3
1.141	0.0083	-35748.1
1.141	0.0084	-35892.7
1.141	0.0085	-36039
1.141	0.0086	-36186.8
1.141	0.0087	-36336.3
1.141	0.0088	-36487.2
1.141	0.0089	-36639.5
1.141	0.009	-36793.2
1.141	0.0091	-36948.2
1.141	0.0092	-37104.4
1.141	0.0093	-37261.8
1.141	0.0094	-37420.3
1.141	0.0095	-37580
1.141	0.0096	-37740.7
1.141	0.0097	-37902.3
1.141	0.0098	-38065
1.141	0.0099	-38228.5
1.151	0.001	-56156.7
1.151	0.0011	-53654.2
1.151	0.0012	-51467.7
1.151	0.0013	-49543
1.151	0.0014	-47837.9
1.151	0.0015	-46319.4
1.151	0.0016	-44960.9
1.151	0.0017	-43741.1
1.151	0.0018	-42642.3
1.151	0.0019	-41649.8
1.151	0.002	-40751.3
1.151	0.0021	-39936.3
1.151	0.0022	-39196
1.151	0.0023	-38522.7
1.151	0.0024	-37909.8
1.151	0.0025	-37351.5
1.151	0.0026	-36842.9
1.151	0.0027	-36379.4
1.151	0.0028	-35957.3
1.151	0.0029	-35572.9
1.151	0.003	-35223.3
1.151	0.0031	-34905.7
1.151	0.0032	-34617.6
1.151	0.0033	-34356.8
1.151	0.0034	-34121.2
1.151	0.0035	-33909.1
1.151	0.0036	-33718.8
1.151	0.0037	-33548.8
1.151	0.0038	-33397.7
1.151	0.0039	-33264.3
1.151	0.004	-33147.4
1.151	0.0041	-33046.1
1.151	0.0042	-32959.2
1.151	0.0043	-32886
1.151	0.0044	-32825.6
1.151	0.0045	-32777.3
1.151	0.0046	-32740.3
1.151	0.0047	-32714
1.151	0.0048	-32697.8
1.151	0.0049	-32691.1
1.151	0.005	-32693.5
1.151	0.0051	-32704.3
1.151	0.0052	-32723.2
1.151	0.0053	-32749.8
1.151	0.0054	-32783.6
1.151	0.0055	-32824.2
1.151	0.0056	-32871.4
1.151	0.0057	-32924.7
1.151	0.0058	-32983.9
1.151	0.0059	-33048.7
1.151	0.006	-33118.8
1.151	0.0061	-33194
1.151	0.0062	-33274
1.151	0.0063	-33358.5
1.151	0.0064	-33447.5
1.151	0.0065	-33540.6
1.151	0.0066	-33637.6
1.151	0.0067	-33738.4
1.151	0.0068	-33842.9
1.151	0.0069	-33950.8
1.151	0.007	-34062
1.151	0.0071	-34176.3
1.151	0.0072	-34293.7
1.151	0.0073	-34413.9
1.151	0.0074	-34536.8
1.151	0.0075	-34662.4
1.151	0.0076	-34790.5
1.151	0.0077	-34921
1.151	0.0078	-35053.7
1.151	0.0079	-35188.7
1.151	0.008	-35325.8
1.151	0.0081	-35464.9
1.151	0.0082	-35605.9
1.151	0.0083	-35748.7
1.151	0.0084	-35893.3
1.151	0.0085	-36039.6
1.151	0.0086	-36187.5
1.151	0.0087	-36336.9
1.151	0.0088	-36487.9
1.151	0.0089	-36640.2
1.151	0.009	-36793.9
1.151	0.0091	-36948.9
1.151	0.0092	-37105.2
1.151	0.0093	-37262.6
1.151	0.0094	-37421.2
1.151	0.0095	-37580.8
1.151	0.0096	-37741.5
1.151	0.0097	-37903.2
1.151	0.0098	-38065.9
1.151	0.0099	-38229.4
1.161	0.001	-56154.3
1.161	0.0011	-53651.9
1.161	0.0012	-51465.6
1.161	0.0013	-49540.9
1.161	0.0014	-47835.9
1.161	0.0015	-46317.4
1.161	0.0016	-44959.1
1.161	0.0017	-43739.3
1.161	0.0018	-42640.6
1.161	0.0019	-41648.1
1.161	0.002	-40749.7
1.161	0.0021	-39934.7
1.161	0.0022	-39194.5
1.161	0.0023	-38521.2
1.161	0.0024	-37908.4
1.161	0.0025	-37350.2
1.161	0.0026	-36841.6
1.161	0.0027	-36378.2
1.161	0.0028	-35956.1
1.161	0.0029	-35571.8
1.161	0.003	-35222.3
1.161	0.0031	-34904.7
1.161	0.0032	-34616.7
1.161	0.0033	-34355.9
1.161	0.0034	-34120.3
1.161	0.0035	-33908.3
1.161	0.0036	-33718
1.161	0.0037	-33548
1.161	0.0038	-33397
1.161	0.0039	-33263.6
1.161	0.004	-33146.8
1.161	0.0041	-33045.5
1.161	0.0042	-32958.7
1.161	0.0043	-32885.5
1.161	0.0044	-32825.2
1.161	0.0045	-32776.9
1.161	0.0046	-32739.9
1.161	0.0047	-32713.7
1.161	0.0048	-32697.5
1.161	0.0049	-32690.8
1.161	0.005	-32693.2
1.161	0.0051	-32704.1
1.161	0.0052	-32723
1.161	0.0053	-32749.6
1.161	0.0054	-32783.4
1.161	0.0055	-32824.1
1.161	0.0056	-32871.3
1.161	0.0057	-32924.7
1.161	0.0058	-32983.9
1.161	0.0059	-33048.7
1.161	0.006	-33118.9
1.161	0.0061	-33194.1
1.161	0.0062	-33274.1
1.161	0.0063	-33358.7
1.161	0.0064	-33447.6
1.161	0.0065	-33540.7
1.161	0.0066	-33637.8
1.161	0.0067	-33738.7
1.161	0.0068	-33843.2
1.161	0.0069	-33951.1
1.161	0.007	-34062.3
1.161	0.0071	-34176.7
1.161	0.0072	-34294
1.161	0.0073	-34414.3
1.161	0.0074	-34537.2
1.161	0.0075	-34662.8
1.161	0.0076	-34790.9
1.161	0.0077	-34921.4
1.161	0.0078	-35054.2
1.161	0.0079	-35189.2
1.161	0.008	-35326.3
1.161	0.0081	-35465.4
1.161	0.0082	-35606.4
1.161	0.0083	-35749.3
1.161	0.0084	-35893.9
1.161	0.0085	-36040.2
1.161	0.0086	-36188.2
1.161	0.0087	-36337.6
1.161	0.0088	-36488.6
1.161	0.0089	-36640.9
1.161	0.009	-36794.7
1.161	0.0091	-36949.7
1.161	0.0092	-37105.9
1.161	0.0093	-37263.4
1.161	0.0094	-37422
1.161	0.0095	-37581.6
1.161	0.0096	-37742.4
1.161	0.0097	-37904.1
1.161	0.0098	-38066.7
1.161	0.0099	-38230.3
1.171	0.001	-56152
1.171	0.0011	-53649.6
1.171	0.0012	-51463.4
1.171	0.0013	-49538.8
1.171	0.0014	-47833.9
1.171	0.0015	-46315.5
1.171	0.0016	-44957.2
1.171	0.0017	-43737.6
1.171	0.0018	-42638.9
1.171	0.0019	-41646.5
1.171	0.002	-40748.1
1.171	0.0021	-39933.2
1.171	0.0022	-39193
1.171	0.0023	-38519.8
1.171	0.0024	-37907
1.171	0.0025	-37348.9
1.171	0.0026	-36840.4
1.171	0.0027	-36377.1
1.171	0.0028	-35955
1.171	0.0029	-35570.8
1.171	0.003	-35221.3
1.171	0.0031	-34903.7
1.171	0.0032	-34615.7
1.171	0.0033	-34355
1.171	0.0034	-34119.5
1.171	0.0035	-33907.5
1.171	0.0036	-33717.2
1.171	0.0037	-33547.3
1.171	0.0038	-33396.3
1.171	0.0039	-33263
1.171	0.004	-33146.2
1.171	0.0041	-33044.9
1.171	0.0042	-32958.2
1.171	0.0043	-32885.1
1.171	0.0044	-32824.7
1.171	0.0045	-32776.5
1.171	0.0046	-32739.5
1.171	0.0047	-32713.3
1.171	0.0048	-32697.2
1.171	0.0049	-32690.6
1.171	0.005	-32693
1.171	0.0051	-32703.9
1.171	0.0052	-32722.9
1.171	0.0053	-32749.5
1.171	0.0054	-32783.3
1.171	0.0055	-32824
1.171	0.0056	-32871.2
1.171	0.0057	-32924.6
1.171	0.0058	-32983.9
1.171	0.0059	-33048.8
1.171	0.006	-33118.9
1.171	0.0061	-33194.2
1.171	0.0062	-33274.2
1.171	0.0063	-33358.8
1.171	0.0064	-33447.8
1.171	0.0065	-33540.9
1.171	0.0066	-33638
1.171	0.0067	-33738.9
1.171	0.0068	-33843.4
1.171	0.0069	-33951.4
1.171	0.007	-34062.6
1.171	0.0071	-34177
1.171	0.0072	-34294.4
1.171	0.0073	-34414.7
1.171	0.0074	-34537.7
1.171	0.0075	-34663.3
1.171	0.0076	-34791.4
1.171	0.0077	-34921.9
1.171	0.0078	-35054.7
1.171	0.0079	-35189.8
1.171	0.008	-35326.9
1.171	0.0081	-35466
1.171	0.0082	-35607
1.171	0.0083	-35749.9
1.171	0.0084	-35894.6
1.171	0.0085	-36040.9
1.171	0.0086	-36188.8
1.171	0.0087	-36338.3
1.171	0.0088	-36489.3
1.171	0.0089	-36641.7
1.171	0.009	-36795.4
1.171	0.0091	-36950.4
1.171	0.0092	-37106.7
1.171	0.0093	-37264.2
1.171	0.0094	-37422.8
1.171	0.0095	-37582.5
1.171	0.0096	-37743.2
1.171	0.0097	-37905
1.171	0.0098	-38067.6
1.171	0.0099	-38231.2
1.181	0.001	-56149.7
1.181	0.0011	-53647.4
1.181	0.0012	-51461.3
1.181	0.0013	-49536.8
1.181	0.0014	-47831.9
1.181	0.0015	-46313.6
1.181	0.0016	-44955.4
1.181	0.0017	-43735.8
1.181	0.0018	-42637.2
1.181	0.0019	-41644.9
1.181	0.002	-40746.5
1.181	0.0021	-39931.7
1.181	0.0022	-39191.6
1.181	0.0023	-38518.5
1.181	0.0024	-37905.7
1.181	0.0025	-37347.6
1.181	0.0026	-36839.2
1.181	0.0027	-36375.9
1.181	0.0028	-35953.9
1.181	0.0029	-35569.7
1.181	0.003	-35220.3
1.181	0.0031	-34902.8
1.181	0.0032	-34614.8
1.181	0.0033	-34354.1
1.181	0.0034	-34118.7
1.181	0.0035	-33906.7
1.181	0.0036	-33716.5
1.181	0.0037	-33546.6
1.181	0.0038	-33395.7
1.181	0.0039	-33262.4
1.181	0.004	-33145.7
1.181	0.0041	-33044.4
1.181	0.0042	-32957.7
1.181	0.0043	-32884.6
1.181	0.0044	-32824.3
1.181	0.0045	-32776.1
1.181	0.0046	-32739.2
1.181	0.0047	-32713
1.181	0.0048	-32696.9
1.181	0.0049	-32690.3
1.181	0.005	-32692.7
1.181	0.0051	-32703.7
1.181	0.0052	-32722.7
1.181	0.0053	-32749.3
1.181	0.0054	-32783.2
1.181	0.0055	-32823.9
1.181	0.0056	-32871.2
1.181	0.0057	-32924.6
1.181	0.0058	-32983.9
1.181	0.0059	-33048.8
1.181	0.006	-33119
1.181	0.0061	-33194.3
